Búsqueda libre|999|TW_|
Número de Registro|002|REF_|
Título|10|TI_|
Título / Denominación|50|TID_|
Tipo (Firma, Etiqueta, Placa...)|720|TIN_|
Ubicación (Base frente, Reverso...)|720|LIN_|
Transcripción/Contenido (El texto escrito)|720|TRI_|
Material/Técnica de la inscripción|720|TCI_|
